combination_index,q01,q02,q03,q04,q05,q06,q07,q08,q09,q10,q11,q12,q13,q14,q15,answer_signature,selected_option_ids,top_idol_id,top_idol_name,score,confidence,matched_tags,top_user_tags
897275828,D,B,B,B,D,C,D,B,B,B,D,C,D,B,A,DBBBDCDBBBDCDBA,visual-01-d|visual-03-b|stage-01-b|stage-03-b|works-01-d|works-03-c|personality-01-d|personality-03-b|companionship-01-b|companionship-03-b|contrast-01-d|contrast-04-c|spend-01-d|interaction-01-b|interaction-05-a,刘耀文,刘耀文,83,65,热血|养成系|舞台型,热血|舞台型|养成系|搞笑|佛系|实力派|演员型|综艺型
897538036,D,B,B,B,D,D,D,B,B,B,D,D,D,B,A,DBBBDDDBBBDDDBA,visual-01-d|visual-03-b|stage-01-b|stage-03-b|works-01-d|works-03-d|personality-01-d|personality-03-b|companionship-01-b|companionship-03-b|contrast-01-d|contrast-04-d|spend-01-d|interaction-01-b|interaction-05-a,刘耀文,刘耀文,87,68,热血|养成系|舞台型,热血|舞台型|养成系|佛系|搞笑|实力派|综艺型|演员型
897800244,D,B,B,C,A,A,D,B,B,C,A,A,D,B,A,DBBCAADBBCAADBA,visual-01-d|visual-03-b|stage-01-b|stage-03-c|works-01-a|works-03-a|personality-01-d|personality-03-b|companionship-01-b|companionship-03-c|contrast-01-a|contrast-04-a|spend-01-d|interaction-01-b|interaction-05-a,张婧仪,张婧仪,69,60,热血|温柔|养成系|演员型|高级感,热血|舞台型|反差型|佛系|高级感|搞笑|演员型|养成系
898062452,D,B,B,C,A,B,D,B,B,C,A,B,D,B,A,DBBCABDBBCABDBA,visual-01-d|visual-03-b|stage-01-b|stage-03-c|works-01-a|works-03-b|personality-01-d|personality-03-b|companionship-01-b|companionship-03-c|contrast-01-a|contrast-04-b|spend-01-d|interaction-01-b|interaction-05-a,张婧仪,张婧仪,75,65,热血|温柔|养成系|演员型|高级感,热血|演员型|舞台型|佛系|高级感|搞笑|养成系|作品型
898324660,D,B,B,C,A,C,D,B,B,C,A,C,D,B,A,DBBCACDBBCACDBA,visual-01-d|visual-03-b|stage-01-b|stage-03-c|works-01-a|works-03-c|personality-01-d|personality-03-b|companionship-01-b|companionship-03-c|contrast-01-a|contrast-04-c|spend-01-d|interaction-01-b|interaction-05-a,范丞丞,范丞丞,78,67,热血|搞笑|养成系|演员型|综艺型,热血|搞笑|佛系|高级感|演员型|舞台型|养成系|综艺型
898586868,D,B,B,C,A,D,D,B,B,C,A,D,D,B,A,DBBCADDBBCADDBA,visual-01-d|visual-03-b|stage-01-b|stage-03-c|works-01-a|works-03-d|personality-01-d|personality-03-b|companionship-01-b|companionship-03-c|contrast-01-a|contrast-04-d|spend-01-d|interaction-01-b|interaction-05-a,范丞丞,范丞丞,80,68,热血|搞笑|养成系|演员型|综艺型,热血|搞笑|养成系|佛系|高级感|演员型|舞台型|综艺型
898849076,D,B,B,C,B,A,D,B,B,C,B,A,D,B,A,DBBCBADBBCBADBA,visual-01-d|visual-03-b|stage-01-b|stage-03-c|works-01-b|works-03-a|personality-01-d|personality-03-b|companionship-01-b|companionship-03-c|contrast-01-b|contrast-04-a|spend-01-d|interaction-01-b|interaction-05-a,changbin-徐彰彬,Changbin 徐彰彬,73,63,热血|搞笑|实力派|反差型|创作型,热血|舞台型|佛系|高级感|搞笑|反差型|实力派|养成系
899111284,D,B,B,C,B,B,D,B,B,C,B,B,D,B,A,DBBCBBDBBCBBDBA,visual-01-d|visual-03-b|stage-01-b|stage-03-c|works-01-b|works-03-b|personality-01-d|personality-03-b|companionship-01-b|companionship-03-c|contrast-01-b|contrast-04-b|spend-01-d|interaction-01-b|interaction-05-a,张婧仪,张婧仪,72,62,热血|温柔|养成系|演员型|高级感,热血|舞台型|佛系|高级感|搞笑|实力派|养成系|演员型
899373492,D,B,B,C,B,C,D,B,B,C,B,C,D,B,A,DBBCBCDBBCBCDBA,visual-01-d|visual-03-b|stage-01-b|stage-03-c|works-01-b|works-03-c|personality-01-d|personality-03-b|companionship-01-b|companionship-03-c|contrast-01-b|contrast-04-c|spend-01-d|interaction-01-b|interaction-05-a,changbin-徐彰彬,Changbin 徐彰彬,76,65,热血|搞笑|实力派|反差型|创作型,热血|搞笑|佛系|高级感|创作型|舞台型|实力派|养成系
899635700,D,B,B,C,B,D,D,B,B,C,B,D,D,B,A,DBBCBDDBBCBDDBA,visual-01-d|visual-03-b|stage-01-b|stage-03-c|works-01-b|works-03-d|personality-01-d|personality-03-b|companionship-01-b|companionship-03-c|contrast-01-b|contrast-04-d|spend-01-d|interaction-01-b|interaction-05-a,范丞丞,范丞丞,73,63,热血|搞笑|养成系|演员型|综艺型,热血|搞笑|养成系|佛系|高级感|舞台型|实力派|综艺型
899897908,D,B,B,C,C,A,D,B,B,C,C,A,D,B,A,DBBCCADBBCCADBA,visual-01-d|visual-03-b|stage-01-b|stage-03-c|works-01-c|works-03-a|personality-01-d|personality-03-b|companionship-01-b|companionship-03-c|contrast-01-c|contrast-04-a|spend-01-d|interaction-01-b|interaction-05-a,范丞丞,范丞丞,75,65,热血|搞笑|养成系|演员型|综艺型,搞笑|热血|舞台型|佛系|高级感|反差型|养成系|综艺型
900160116,D,B,B,C,C,B,D,B,B,C,C,B,D,B,A,DBBCCBDBBCCBDBA,visual-01-d|visual-03-b|stage-01-b|stage-03-c|works-01-c|works-03-b|personality-01-d|personality-03-b|companionship-01-b|companionship-03-c|contrast-01-c|contrast-04-b|spend-01-d|interaction-01-b|interaction-05-a,范丞丞,范丞丞,80,68,热血|搞笑|养成系|演员型|综艺型,热血|搞笑|舞台型|佛系|高级感|演员型|养成系|综艺型
900422324,D,B,B,C,C,C,D,B,B,C,C,C,D,B,A,DBBCCCDBBCCCDBA,visual-01-d|visual-03-b|stage-01-b|stage-03-c|works-01-c|works-03-c|personality-01-d|personality-03-b|companionship-01-b|companionship-03-c|contrast-01-c|contrast-04-c|spend-01-d|interaction-01-b|interaction-05-a,范丞丞,范丞丞,82,69,热血|搞笑|养成系|演员型|综艺型,搞笑|热血|综艺型|佛系|高级感|舞台型|养成系|收藏型
900684532,D,B,B,C,C,D,D,B,B,C,C,D,D,B,A,DBBCCDDBBCCDDBA,visual-01-d|visual-03-b|stage-01-b|stage-03-c|works-01-c|works-03-d|personality-01-d|personality-03-b|companionship-01-b|companionship-03-c|contrast-01-c|contrast-04-d|spend-01-d|interaction-01-b|interaction-05-a,范丞丞,范丞丞,84,71,热血|搞笑|养成系|演员型|综艺型,搞笑|热血|养成系|综艺型|佛系|高级感|舞台型|收藏型
900946740,D,B,B,C,D,A,D,B,B,C,D,A,D,B,A,DBBCDADBBCDADBA,visual-01-d|visual-03-b|stage-01-b|stage-03-c|works-01-d|works-03-a|personality-01-d|personality-03-b|companionship-01-b|companionship-03-c|contrast-01-d|contrast-04-a|spend-01-d|interaction-01-b|interaction-05-a,刘耀文,刘耀文,79,63,热血|养成系|舞台型,热血|舞台型|养成系|佛系|高级感|搞笑|反差型|实力派
901208948,D,B,B,C,D,B,D,B,B,C,D,B,D,B,A,DBBCDBDBBCDBDBA,visual-01-d|visual-03-b|stage-01-b|stage-03-c|works-01-d|works-03-b|personality-01-d|personality-03-b|companionship-01-b|companionship-03-c|contrast-01-d|contrast-04-b|spend-01-d|interaction-01-b|interaction-05-a,刘耀文,刘耀文,81,64,热血|养成系|舞台型,热血|舞台型|养成系|佛系|高级感|搞笑|演员型|实力派
901471156,D,B,B,C,D,C,D,B,B,C,D,C,D,B,A,DBBCDCDBBCDCDBA,visual-01-d|visual-03-b|stage-01-b|stage-03-c|works-01-d|works-03-c|personality-01-d|personality-03-b|companionship-01-b|companionship-03-c|contrast-01-d|contrast-04-c|spend-01-d|interaction-01-b|interaction-05-a,刘耀文,刘耀文,75,60,热血|养成系|舞台型,热血|搞笑|养成系|舞台型|佛系|高级感|实力派|综艺型
901733364,D,B,B,C,D,D,D,B,B,C,D,D,D,B,A,DBBCDDDBBCDDDBA,visual-01-d|visual-03-b|stage-01-b|stage-03-c|works-01-d|works-03-d|personality-01-d|personality-03-b|companionship-01-b|companionship-03-c|contrast-01-d|contrast-04-d|spend-01-d|interaction-01-b|interaction-05-a,刘耀文,刘耀文,81,64,热血|养成系|舞台型,热血|养成系|搞笑|舞台型|佛系|高级感|实力派|综艺型
901995572,D,B,B,D,A,A,D,B,B,D,A,A,D,B,A,DBBDAADBBDAADBA,visual-01-d|visual-03-b|stage-01-b|stage-03-d|works-01-a|works-03-a|personality-01-d|personality-03-b|companionship-01-b|companionship-03-d|contrast-01-a|contrast-04-a|spend-01-d|interaction-01-b|interaction-05-a,范丞丞,范丞丞,74,64,热血|搞笑|养成系|演员型|综艺型,热血|舞台型|搞笑|反差型|佛系|演员型|养成系|综艺型
902257780,D,B,B,D,A,B,D,B,B,D,A,B,D,B,A,DBBDABDBBDABDBA,visual-01-d|visual-03-b|stage-01-b|stage-03-d|works-01-a|works-03-b|personality-01-d|personality-03-b|companionship-01-b|companionship-03-d|contrast-01-a|contrast-04-b|spend-01-d|interaction-01-b|interaction-05-a,范丞丞,范丞丞,78,67,热血|搞笑|养成系|演员型|综艺型,热血|演员型|舞台型|搞笑|佛系|养成系|作品型|综艺型
902519988,D,B,B,D,A,C,D,B,B,D,A,C,D,B,A,DBBDACDBBDACDBA,visual-01-d|visual-03-b|stage-01-b|stage-03-d|works-01-a|works-03-c|personality-01-d|personality-03-b|companionship-01-b|companionship-03-d|contrast-01-a|contrast-04-c|spend-01-d|interaction-01-b|interaction-05-a,范丞丞,范丞丞,83,70,热血|搞笑|养成系|演员型|综艺型,热血|搞笑|佛系|综艺型|演员型|舞台型|养成系|反差型
902782196,D,B,B,D,A,D,D,B,B,D,A,D,D,B,A,DBBDADDBBDADDBA,visual-01-d|visual-03-b|stage-01-b|stage-03-d|works-01-a|works-03-d|personality-01-d|personality-03-b|companionship-01-b|companionship-03-d|contrast-01-a|contrast-04-d|spend-01-d|interaction-01-b|interaction-05-a,范丞丞,范丞丞,84,71,热血|搞笑|养成系|演员型|综艺型,热血|搞笑|养成系|综艺型|佛系|演员型|舞台型|反差型
903044404,D,B,B,D,B,A,D,B,B,D,B,A,D,B,A,DBBDBADBBDBADBA,visual-01-d|visual-03-b|stage-01-b|stage-03-d|works-01-b|works-03-a|personality-01-d|personality-03-b|companionship-01-b|companionship-03-d|contrast-01-b|contrast-04-a|spend-01-d|interaction-01-b|interaction-05-a,changbin-徐彰彬,Changbin 徐彰彬,76,65,热血|搞笑|实力派|反差型|创作型,热血|舞台型|搞笑|佛系|反差型|实力派|养成系|清冷
903306613,D,B,B,D,B,B,D,B,B,D,B,B,D,B,B,DBBDBBDBBDBBDBB,visual-01-d|visual-03-b|stage-01-b|stage-03-d|works-01-b|works-03-b|personality-01-d|personality-03-b|companionship-01-b|companionship-03-d|contrast-01-b|contrast-04-b|spend-01-d|interaction-01-b|interaction-05-b,范丞丞,范丞丞,76,65,热血|搞笑|养成系|演员型|综艺型,热血|搞笑|佛系|演员型|实力派|作品型|养成系|舞台型
903568821,D,B,B,D,B,C,D,B,B,D,B,C,D,B,B,DBBDBCDBBDBCDBB,visual-01-d|visual-03-b|stage-01-b|stage-03-d|works-01-b|works-03-c|personality-01-d|personality-03-b|companionship-01-b|companionship-03-d|contrast-01-b|contrast-04-c|spend-01-d|interaction-01-b|interaction-05-b,范丞丞,范丞丞,78,67,热血|搞笑|养成系|演员型|综艺型,热血|搞笑|佛系|创作型|综艺型|实力派|养成系|温柔
903831029,D,B,B,D,B,D,D,B,B,D,B,D,D,B,B,DBBDBDDBBDBDDBB,visual-01-d|visual-03-b|stage-01-b|stage-03-d|works-01-b|works-03-d|personality-01-d|personality-03-b|companionship-01-b|companionship-03-d|contrast-01-b|contrast-04-d|spend-01-d|interaction-01-b|interaction-05-b,范丞丞,范丞丞,81,69,热血|搞笑|养成系|演员型|综艺型,热血|搞笑|养成系|综艺型|佛系|实力派|温柔|创作型
904093237,D,B,B,D,C,A,D,B,B,D,C,A,D,B,B,DBBDCADBBDCADBB,visual-01-d|visual-03-b|stage-01-b|stage-03-d|works-01-c|works-03-a|personality-01-d|personality-03-b|companionship-01-b|companionship-03-d|contrast-01-c|contrast-04-a|spend-01-d|interaction-01-b|interaction-05-b,范丞丞,范丞丞,83,70,热血|搞笑|养成系|演员型|综艺型,搞笑|热血|综艺型|佛系|反差型|养成系|演员型|舞台型
904355445,D,B,B,D,C,B,D,B,B,D,C,B,D,B,B,DBBDCBDBBDCBDBB,visual-01-d|visual-03-b|stage-01-b|stage-03-d|works-01-c|works-03-b|personality-01-d|personality-03-b|companionship-01-b|companionship-03-d|contrast-01-c|contrast-04-b|spend-01-d|interaction-01-b|interaction-05-b,范丞丞,范丞丞,86,72,热血|搞笑|养成系|演员型|综艺型,热血|搞笑|演员型|综艺型|佛系|作品型|养成系|舞台型
904617653,D,B,B,D,C,C,D,B,B,D,C,C,D,B,B,DBBDCCDBBDCCDBB,visual-01-d|visual-03-b|stage-01-b|stage-03-d|works-01-c|works-03-c|personality-01-d|personality-03-b|companionship-01-b|companionship-03-d|contrast-01-c|contrast-04-c|spend-01-d|interaction-01-b|interaction-05-b,范丞丞,范丞丞,88,74,热血|搞笑|养成系|演员型|综艺型,搞笑|热血|综艺型|佛系|养成系|演员型|高级感|实力派
904879861,D,B,B,D,C,D,D,B,B,D,C,D,D,B,B,DBBDCDDBBDCDDBB,visual-01-d|visual-03-b|stage-01-b|stage-03-d|works-01-c|works-03-d|personality-01-d|personality-03-b|companionship-01-b|companionship-03-d|contrast-01-c|contrast-04-d|spend-01-d|interaction-01-b|interaction-05-b,范丞丞,范丞丞,89,74,热血|搞笑|养成系|演员型|综艺型,搞笑|热血|综艺型|养成系|佛系|演员型|高级感|实力派
905142069,D,B,B,D,D,A,D,B,B,D,D,A,D,B,B,DBBDDADBBDDADBB,visual-01-d|visual-03-b|stage-01-b|stage-03-d|works-01-d|works-03-a|personality-01-d|personality-03-b|companionship-01-b|companionship-03-d|contrast-01-d|contrast-04-a|spend-01-d|interaction-01-b|interaction-05-b,刘耀文,刘耀文,77,61,热血|养成系|舞台型,热血|养成系|舞台型|搞笑|佛系|反差型|实力派|综艺型
905404277,D,B,B,D,D,B,D,B,B,D,D,B,D,B,B,DBBDDBDBBDDBDBB,visual-01-d|visual-03-b|stage-01-b|stage-03-d|works-01-d|works-03-b|personality-01-d|personality-03-b|companionship-01-b|companionship-03-d|contrast-01-d|contrast-04-b|spend-01-d|interaction-01-b|interaction-05-b,刘耀文,刘耀文,78,62,热血|养成系|舞台型,热血|养成系|舞台型|搞笑|佛系|演员型|作品型|实力派
905666485,D,B,B,D,D,C,D,B,B,D,D,C,D,B,B,DBBDDCDBBDDCDBB,visual-01-d|visual-03-b|stage-01-b|stage-03-d|works-01-d|works-03-c|personality-01-d|personality-03-b|companionship-01-b|companionship-03-d|contrast-01-d|contrast-04-c|spend-01-d|interaction-01-b|interaction-05-b,范丞丞,范丞丞,82,69,热血|搞笑|养成系|演员型|综艺型,热血|搞笑|养成系|佛系|综艺型|舞台型|实力派|高级感
905928693,D,B,B,D,D,D,D,B,B,D,D,D,D,B,B,DBBDDDDBBDDDDBB,visual-01-d|visual-03-b|stage-01-b|stage-03-d|works-01-d|works-03-d|personality-01-d|personality-03-b|companionship-01-b|companionship-03-d|contrast-01-d|contrast-04-d|spend-01-d|interaction-01-b|interaction-05-b,范丞丞,范丞丞,82,69,热血|搞笑|养成系|演员型|综艺型,热血|养成系|搞笑|综艺型|佛系|舞台型|实力派|高级感
906190901,D,B,C,A,A,A,D,B,C,A,A,A,D,B,B,DBCAAADBCAAADBB,visual-01-d|visual-03-b|stage-01-c|stage-03-a|works-01-a|works-03-a|personality-01-d|personality-03-b|companionship-01-c|companionship-03-a|contrast-01-a|contrast-04-a|spend-01-d|interaction-01-b|interaction-05-b,蔡徐坤,蔡徐坤,70,61,清冷|养成系|舞台型|演员型|高级感,舞台型|佛系|演员型|反差型|养成系|作品型|热血|清冷
906453109,D,B,C,A,A,B,D,B,C,A,A,B,D,B,B,DBCAABDBCAABDBB,visual-01-d|visual-03-b|stage-01-c|stage-03-a|works-01-a|works-03-b|personality-01-d|personality-03-b|companionship-01-c|companionship-03-a|contrast-01-a|contrast-04-b|spend-01-d|interaction-01-b|interaction-05-b,chappell-roan,Chappell Roan,69,53,舞台型|演员型,演员型|舞台型|佛系|热血|作品型|养成系|陪伴型|搞笑
906715317,D,B,C,A,A,C,D,B,C,A,A,C,D,B,B,DBCAACDBCAACDBB,visual-01-d|visual-03-b|stage-01-c|stage-03-a|works-01-a|works-03-c|personality-01-d|personality-03-b|companionship-01-c|companionship-03-a|contrast-01-a|contrast-04-c|spend-01-d|interaction-01-b|interaction-05-b,范丞丞,范丞丞,69,60,热血|搞笑|养成系|演员型|综艺型,佛系|舞台型|演员型|搞笑|养成系|作品型|热血|陪伴型
906977525,D,B,C,A,A,D,D,B,C,A,A,D,D,B,B,DBCAADDBCAADDBB,visual-01-d|visual-03-b|stage-01-c|stage-03-a|works-01-a|works-03-d|personality-01-d|personality-03-b|companionship-01-c|companionship-03-a|contrast-01-a|contrast-04-d|spend-01-d|interaction-01-b|interaction-05-b,范丞丞,范丞丞,72,62,热血|搞笑|养成系|演员型|综艺型,佛系|养成系|舞台型|演员型|热血|搞笑|作品型|综艺型
907239733,D,B,C,A,B,A,D,B,C,A,B,A,D,B,B,DBCABADBCABADBB,visual-01-d|visual-03-b|stage-01-c|stage-03-a|works-01-b|works-03-a|personality-01-d|personality-03-b|companionship-01-c|companionship-03-a|contrast-01-b|contrast-04-a|spend-01-d|interaction-01-b|interaction-05-b,haerin-姜海粼,Haerin 姜海粼,76,60,清冷|舞台型|佛系,舞台型|佛系|清冷|反差型|养成系|实力派|热血|陪伴型
907501941,D,B,C,A,B,B,D,B,C,A,B,B,D,B,B,DBCABBDBCABBDBB,visual-01-d|visual-03-b|stage-01-c|stage-03-a|works-01-b|works-03-b|personality-01-d|personality-03-b|companionship-01-c|companionship-03-a|contrast-01-b|contrast-04-b|spend-01-d|interaction-01-b|interaction-05-b,haerin-姜海粼,Haerin 姜海粼,69,56,清冷|舞台型|佛系,舞台型|佛系|热血|演员型|养成系|实力派|作品型|清冷
907764149,D,B,C,A,B,C,D,B,C,A,B,C,D,B,B,DBCABCDBCABCDBB,visual-01-d|visual-03-b|stage-01-c|stage-03-a|works-01-b|works-03-c|personality-01-d|personality-03-b|companionship-01-c|companionship-03-a|contrast-01-b|contrast-04-c|spend-01-d|interaction-01-b|interaction-05-b,haerin-姜海粼,Haerin 姜海粼,70,56,清冷|舞台型|佛系,佛系|舞台型|搞笑|创作型|清冷|养成系|实力派|热血
908026357,D,B,C,A,B,D,D,B,C,A,B,D,D,B,B,DBCABDDBCABDDBB,visual-01-d|visual-03-b|stage-01-c|stage-03-a|works-01-b|works-03-d|personality-01-d|personality-03-b|companionship-01-c|companionship-03-a|contrast-01-b|contrast-04-d|spend-01-d|interaction-01-b|interaction-05-b,beomgyu-崔杋圭,Beomgyu 崔杋圭,70,59,搞笑|养成系|舞台型|综艺型,佛系|养成系|舞台型|热血|搞笑|实力派|综艺型|清冷
908288565,D,B,C,A,C,A,D,B,C,A,C,A,D,B,B,DBCACADBCACADBB,visual-01-d|visual-03-b|stage-01-c|stage-03-a|works-01-c|works-03-a|personality-01-d|personality-03-b|companionship-01-c|companionship-03-a|contrast-01-c|contrast-04-a|spend-01-d|interaction-01-b|interaction-05-b,beomgyu-崔杋圭,Beomgyu 崔杋圭,72,60,搞笑|养成系|舞台型|综艺型,舞台型|佛系|搞笑|反差型|养成系|演员型|热血|综艺型
908550773,D,B,C,A,C,B,D,B,C,A,C,B,D,B,B,DBCACBDBCACBDBB,visual-01-d|visual-03-b|stage-01-c|stage-03-a|works-01-c|works-03-b|personality-01-d|personality-03-b|companionship-01-c|companionship-03-a|contrast-01-c|contrast-04-b|spend-01-d|interaction-01-b|interaction-05-b,范丞丞,范丞丞,73,63,热血|搞笑|养成系|演员型|综艺型,舞台型|佛系|搞笑|演员型|热血|养成系|作品型|综艺型
908812981,D,B,C,A,C,C,D,B,C,A,C,C,D,B,B,DBCACCDBCACCDBB,visual-01-d|visual-03-b|stage-01-c|stage-03-a|works-01-c|works-03-c|personality-01-d|personality-03-b|companionship-01-c|companionship-03-a|contrast-01-c|contrast-04-c|spend-01-d|interaction-01-b|interaction-05-b,beomgyu-崔杋圭,Beomgyu 崔杋圭,77,64,搞笑|养成系|舞台型|综艺型,搞笑|佛系|舞台型|综艺型|养成系|演员型|热血|陪伴型
909075189,D,B,C,A,C,D,D,B,C,A,C,D,D,B,B,DBCACDDBCACDDBB,visual-01-d|visual-03-b|stage-01-c|stage-03-a|works-01-c|works-03-d|personality-01-d|personality-03-b|companionship-01-c|companionship-03-a|contrast-01-c|contrast-04-d|spend-01-d|interaction-01-b|interaction-05-b,beomgyu-崔杋圭,Beomgyu 崔杋圭,80,66,搞笑|养成系|舞台型|综艺型,搞笑|佛系|养成系|舞台型|综艺型|热血|演员型|陪伴型
909337397,D,B,C,A,D,A,D,B,C,A,D,A,D,B,B,DBCADADBCADADBB,visual-01-d|visual-03-b|stage-01-c|stage-03-a|works-01-d|works-03-a|personality-01-d|personality-03-b|companionship-01-c|companionship-03-a|contrast-01-d|contrast-04-a|spend-01-d|interaction-01-b|interaction-05-b,严浩翔,严浩翔,76,63,实力派|养成系|舞台型|反差型,舞台型|佛系|养成系|热血|反差型|实力派|清冷|陪伴型
909599605,D,B,C,A,D,B,D,B,C,A,D,B,D,B,B,DBCADBDBCADBDBB,visual-01-d|visual-03-b|stage-01-c|stage-03-a|works-01-d|works-03-b|personality-01-d|personality-03-b|companionship-01-c|companionship-03-a|contrast-01-d|contrast-04-b|spend-01-d|interaction-01-b|interaction-05-b,刘耀文,刘耀文,77,61,热血|养成系|舞台型,舞台型|佛系|热血|养成系|演员型|作品型|实力派|陪伴型
909861813,D,B,C,A,D,C,D,B,C,A,D,C,D,B,B,DBCADCDBCADCDBB,visual-01-d|visual-03-b|stage-01-c|stage-03-a|works-01-d|works-03-c|personality-01-d|personality-03-b|companionship-01-c|companionship-03-a|contrast-01-d|contrast-04-c|spend-01-d|interaction-01-b|interaction-05-b,beomgyu-崔杋圭,Beomgyu 崔杋圭,74,61,搞笑|养成系|舞台型|综艺型,舞台型|佛系|养成系|搞笑|热血|实力派|陪伴型|清冷
